symbol,date,headline,summary,source,sentiment_label
UMAC,2026-09-18 14:57:14+00:00,Red Cat and Unusual Machines Fall 3% as Drone Selloff Extends; Ondas Slips,"Small-cap drone stocks are sliding in lockstep again Friday while the broader market barely flinches, and the pattern behind the selloff tells a very differe...",24/7 Wall St.,negative
NOC,2026-09-20 12:03:00+00:00,Quantum compass takes flight on Northrop’s Lumberjack drone,"Northrop Grumman has successfully flight-tested a new quantum navigation system aboard its Lumberjack drone. By taking ultra-precise measurements of Earth's magnetic field, the system allows the aircraft to calculate its course and position without relying on…",New Atlas,positive
NOC,2026-09-15 20:39:34+00:00,Northrop Grumman (NOC) Secures $4.8 Billion Army Contract. Execution Is the Bigger Test,"The US Army has awarded Northrop Grumman Corporation (NYSE:NOC) a $4.8 billion contract for the Common Infrared Countermeasure (CIRCM) system. The contract,...",Yahoo Entertainment,positive
MNDY,2026-09-21 21:33:02+00:00,"‘Dangerous for our Country’: Trump slams CNN, Politico, MS NOW over White House lawsuit","US News: US President Donald Trump on Monday attacked CNN, MS NOW and Politico as \""Fake News\"" outlets after the three news organisations sued his administratio.",The Times of India,negative
MNDY,2026-09-21 19:06:15+00:00,Flights grounded at major US airports after construction workers cut backup cable,US News: Flights were disrupted across the US Northeast on Monday after a key air traffic control connection failed and a backup fiber optic cable was cut duri.,The Times of India,negative
MNDY,2026-09-21 16:16:05+00:00,"Milk tanker overturns on Mumbai-Ahmedabad highway, villagers rush to collect it","A milk tanker overturned on the Mumbai-Ahmedabad National Highway near Dahanu on Monday afternoon. The driver sustained minor injuries, and no other casualties were reported in the incident. A large quantity of milk spilled onto the highway, attracting local …",The Times of India,negative
MNDY,2026-09-21 14:21:13+00:00,Delhi jail murder: Undertrial stabbed in neck by 2 inmates inside Rohini prison,"An undertrial inmate was fatally stabbed by two fellow prisoners inside Delhi's Rohini Central Jail. The deceased, Pradeep alias Mohinder, sustained a neck injury from a sharp weapon. He was returning to his barrack when the alleged attack occurred on Monday.…",The Times of India,negative
DUOL,2026-09-16 23:45:13+00:00,Duolingo beats Netflix by 80 spots in new power ranking,Duolingo scores high on Safety and Innovation in the Roundtable 100 this week.,TheStreet,positive
DUOL,2026-09-15 07:42:44+00:00,Duolingo: Growth Strategy Working So Far,"Summary
- Duolingo earns a 'Strong Buy' rating as user growth and retention remain robust despite AI-related concerns.
- DUOL’s strategy prioritizes long-term user growth over near-term monetization, with DAUs and paid subscribers growing double digits year-o…",Biztoc.com,positive
ELF,2026-09-15 06:34:26+00:00,Dōkyūsei 2: Winter Heat Coming to Steam,"TOKYO, JAPAN &ndash; SEPTEMBER 15, 2026.Shiravune is pleased to announce that Dōkyūsei 2: Winter Heat from the developers at Elf will be coming to Steam!This...",Anime News Network,positive
NU,2026-09-18 11:21:43+00:00,"'Khaya hai, khane diya hai, khilwaya bhi hai': Congress questions Pema Khandu's continuence as CM amid Arunachal Pradesh contract probe",Congress criticizes Prime Minister Narendra Modi for alleged hypocrisy regarding Arunachal Pradesh CM Pema Khandu. The party states Khandu should have resigned following a Supreme Court-ordered CBI inquiry into contracts. This inquiry concerns alleged awardin…,The Times of India,negative
NU,2026-09-16 17:16:46+00:00,Nu Holdings Cut to Market Perform on Brazil Credit Risk,"This article first appeared on GuruFocus.
Itau BBA downgraded Nu Holdings Ltd. (NYSE:NU) from Outperform to Market Perform and cut its price target to $18 from $20, citing increased medium-term uncertainty in Brazil's consumer environment. Nu Holdings shares …",Biztoc.com,negative
NEE,2026-09-18 14:26:28+00:00,GE Vernova vs. NextEra Energy: Which Industrials Stock Is a Better Buy in 2026?,"The global energy transition is accelerating, leaving investors to choose between equipment manufacturers and utility operators. Should you bet on GE Vernova (NYSE:GEV) or NextEra Energy (NYSE:NEE) for your portfolio?
GE Vernova provides the hardware and serv…",Biztoc.com,positive
NEE,2026-09-16 14:05:38+00:00,This Quiet Utility Has a Multi-Decade Dividend Growth Streak -- Here's Why Almost Nobody Talks About It,"This Quiet Utility Has a Multi-Decade Dividend Growth Streak -- Here's Why Almost Nobody Talks About It
When it comes to utility stocks with the longest dividend growth streaks, names like Consolidated Edison and NextEra Energy may first come to mind. However…",Biztoc.com,positive
NEE,2026-09-15 01:44:45+00:00,NextEra and Dominion Sweeten Merger Deal With Bill Credits and New Jobs,"NextEra Energy and Dominion Energy have unveiled a significantly expanded package of customer benefits and investment commitments in Virginia as the two utilities seek regulatory approval for their proposed combination.
The revised package doubles previously …",Biztoc.com,positive
XOM,2026-09-18 14:35:04+00:00,Chevron vs. Exxon: Which Dividend Survives the Downturn,"Both oil giants raised their dividends again this year and carry decades-long growth streaks, but when crude craters, only one of them has the balance sheet...",24/7 Wall St.,positive
XOM,2026-09-18 03:57:29+00:00,"Exxon Mobil shuts down major Joliet refinery, impacting Midwest diesel supply","The refinery shutdown may exacerbate diesel shortages, elevate fuel prices, and potentially drive crude oil prices to unprecedented levels.
The post Exxon Mobil shuts down major Joliet refinery, impacting Midwest diesel supply appeared first on Crypto Briefin…",Crypto Briefing,negative
XOM,2026-09-18 03:07:00+00:00,Exxon Mobil CFO warns of hidden risks behind oil supply shock,The oil executive flagged a refining squeeze tighter than anything seen outside Covid.,TheStreet,negative
XOM,2026-09-18 00:12:35+00:00,Exxon Mobil CFO warns of hidden risks behind oil supply shock,"Oil prices have been on a wild ride this year, and most investors assume the story is simple: Less crude moving through the Strait of Hormuz means higher prices at the pump. 
Exxon Mobil’s leadership says that take misses the real problem.
Speaking at the Bar…",Biztoc.com,negative
LMT,2026-09-21 21:39:00+00:00,Lockheed Martin Secures $1.2B Contract for Precision Strike Missile Increment 2 After Second Maritime Test,"New PrSM demonstrates moving target engagement expanding the U.S. Army's mission set DALLAS, Sept. 21, 2026 /PRNewswire/ -- The U.S. Army has awarded Lockheed Martin (NYSE:LMT) an indefinite delivery, indefinite quantity (IDIQ) contract worth up to $1.2 billi…",PRNewswire,positive
LMT,2026-09-21 11:57:21+00:00,Lockheed Martin vs. RTX: Which Defense Dividend Is the Better Income Buy,"Both Lockheed Martin and RTX raised their dividends in 2026, both carry massive backlogs, and both generate serious free cash flow, but only one of them belo...",24/7 Wall St.,positive
LMT,2026-09-20 17:03:00+00:00,Mystery Vectis Loyal Wingman breaks cover as fleet expands,We've learned a bit more about Lockheed Martin's Vectis Collaborative Combat Aircraft (CCA) as the company unveiled a full-scale mock-up of the aircraft while announcing that production of the development prototypes is expanding to five airframes.Continue Rea…,New Atlas,positive
LMT,2026-09-19 23:03:53+00:00,RTX Beats Lockheed Martin on Risk -- Here's Why It's the Better Buy Long-Term,"The comparison between Lockheed Martin (NYSE: LMT) and RTX (NYSE: RTX) isn't perfect, given RTX's substantial exposure to commercial aerospace. However, given that commercial aerospace stocks tend to command valuation premiums over defense companies, and RTX'…",Biztoc.com,positive
CRCL,2026-09-19 01:03:38+00:00,Circle stock leads tokenized equity market with $306M in deployments,"Circle's dominance in tokenized equities highlights the rapid evolution of digital asset markets, driven by regulatory frameworks and investor interest.
The post Circle stock leads tokenized equity market with $306M in deployments appeared first on Crypto Bri…",Crypto Briefing,positive
AAPL,2026-09-22 20:29:00+00:00,Apple Just Misses $5 Trillion Market Cap. The Milestone Is Likely Coming Soon.,"Apple stock finished up 0.2% at $339.75, giving the company its highest close since July 28 and putting its market cap at $4.96 trillion.",Yahoo,positive
AAPL,2026-09-22 18:48:49+00:00,Apple’s New CEO Is Already Being Pressured to Drop the Chinese Chip Deal Tim Cook Fought to Keep,"John Ternus has barely settled into the CEO chair when Washington starts pressuring him to abandon the memory chip deal Tim Cook spent a year fighting to protect, and the pressure is arriving at the worst possible moment for iPhone pricing.",Yahoo,negative
AAPL,2026-09-22 17:54:01+00:00,Apple doesn't need to be in first place for AI. Here's why.,"Apple (AAPL) stock hit a record high on Tuesday, driven by the latest fanfare over its foldable iPhone Duo. Today's Market Hang panel consists of Host Turney Duff, Yahoo Finance Executive Editor Brian Sozzi, Defiance ETFs CIO Sylvia Jablonski, Interactive Brokers chief strategist Steve Sosnick, and Gerber Kawasaki Wealth & Investment Management CEO Ross Gerber.",Yahoo,positive
AAPL,2026-09-22 17:40:28+00:00,"Dan Ives Calls Meta Muse A ‘Game Changer,’ Sees Apple As AI ‘Toll Collector’ In AI Arms Race","In an interview with CNBC, Ives said Meta’s roughly 3.5 billion users across its platforms give it a significant existing audience for consumer AI products.",Yahoo,positive
AAPL,2026-09-22 17:38:31+00:00,Stock Market Today: Dow Skids As Trump Threatens Iran; Medical Diagnostics Plays Swoon (Live Coverage),Stock Market Today: The Dow Jones index was lower after President Trump threatened Iran at the UN. Apple stock is near a buy point.,Yahoo,positive
AAPL,2026-09-22 16:29:10+00:00,"Meta's New Muse AI App Tops Charts, Draws Strong Reviews","Meta Platforms Inc.'s new artificial intelligence agent, Muse, is ranked the No. 1 free app on the US Apple Inc. iOS App and Google Play stores.Muse was downloaded more than 902,000 times in the six days after Meta introduced it on Sept. 8, and is available for people 18 years and older. Bloomberg's Mandeep Singh joins to discuss.",Yahoo,positive
AAPL,2026-09-22 15:49:39+00:00,Nvidia Gains as Apple Pulls AI Off the Meter,Local models can trim token demand without displacing Nvidia's training and data-center stronghold.,Yahoo,positive
AAPL,2026-09-22 15:47:24+00:00,Google Pushes ChromeOS Upmarket as Apple Moves Down,"Googlebook starts at $899, landing just above Apple's new $699 MacBook Neo",Yahoo,positive
AAPL,2026-09-22 15:22:28+00:00,"Stock Market Today: Dow Slips But Apple Touches A Buy Point; Homebuilder, Retailer Funds Shine (Live Coverage)",Stock Market Today: The Dow Jones index reversed lower despite new U.S.-Iran peace hopes. Apple stock is trading near a buy point.,Yahoo,positive
AAPL,2026-09-22 14:03:00+00:00,The Magnificent 7 are back: Meta’s AI bet leads the charge,"Yahoo Finance Executive Editor and host of Sozzi Unleashed, Brian Sozzi, tees up the stories making waves across the markets. The Magnificent 7 are back in focus as megacap tech stocks help push markets higher, with Meta (META) leading the charge after its new Muse AI agent gained momentum and climbed to the top spot on Apple's (AAPL) App Store.",Yahoo,positive
AAPL,2026-09-22 14:00:49+00:00,"What Will $5,000 Invested in Apple Stock Be Worth in 5 Years?","Apple is riding record Services revenue, an iPhone surge, and Tim Cook's bold AI ambitions into what could be a transformative five years, but stretched valuations and a memory cost crisis could just as easily derail the rally before it gets started.",Yahoo,positive
AAPL,2026-09-22 13:50:00+00:00,1 Red Flag Apple Investors Can't Afford to Ignore,"Apple isn't a cheap stock, and it could hurt future returns.",Yahoo,negative
AAPL,2026-09-22 13:21:48+00:00,Apple Just Got a New Signal From iPhone 18 Demand,iPhone 18 Pro and Pro Max delivery times are slightly higher than last year in the U.S. and U.K.,Yahoo,positive
AAPL,2026-09-22 13:02:16+00:00,"Apple Pay Crypto Adoption Rumors Grow as $1,000 XRP Prediction Returns","EasyA co-founder Dom Kwok has revived his extraordinary $1,000 XRP prediction, saying the level is “more likely than ever.” Apple is recruiting an Apple Pay ...",Yahoo,positive
AAPL,2026-09-22 07:00:00+00:00,Steve Jobs made Apple iconic. Tim Cook made it a $5 trillion behemoth,"Cook made Jobs' iPhone a global juggernaut and expanded Apple into an expansive, cash-generating ecosystem.",Yahoo,positive
AAPL,2026-09-22 07:00:00+00:00,Apple’s first 50 years: Charts show how the iPhone maker became a $4.85 trillion giant,"Apple’s transformation into a global consumer-tech powerhouse, by the numbers.",Yahoo,positive
AAPL,2026-09-22 06:02:01+00:00,"TSLA, SPCX, AAPL Could Be Next To ‘Rip’ After Meta’s Muse Rally, Analyst Says — Here Are The Catalysts","Meta surged 11% as investors embraced its Muse AI agent, which surpassed 2.5 million downloads and briefly topped Apple’s U.S. App Store.",Yahoo,positive
AAPL,2026-09-22 01:53:16+00:00,"Nvidia, Apple Drive Demand for Coinbase-Issued Tokenized Stocks— Brian Armstrong Notes 'Good Traction So Far'","Coinbase Global Inc. CEO Brian Armstrong highlighted on Monday, September 21, growing traction for the tokenized U.S. stocks issued by the company.",Benzinga,positive
AAPL,2026-09-21 19:52:00+00:00,Meta stock jumps as Wells Fargo raises price target,"Yahoo Finance Tech Editor Dan Howley joins Market Domination to discuss Meta (META) more than 10% intraday surge after Wells Fargo (WFC) raised its price target on the stock from $640 to $796. Meta also got a boost from its Meta Muse AI agent app climbing to the top spot on Apple's (AAPL) App Store, highlighting growing momentum around the company's AI push.",Yahoo,positive
AAPL,2026-09-21 19:14:53+00:00,Apple Edged Higher as Oura Prices a $15.6 Billion Challenge,Rapid smart-ring growth validates health wearables beyond the wrist without threatening Apple's scale immediately.,Yahoo,positive
AAPL,2026-09-21 19:00:27+00:00,Is Apple Stock's Shrinking Share Count Worth Paying Up For Near The Highs?,"Apple (AAPL) stock has gained 41.2% over the past twelve months and trades near its 52-week high of $339.79. All the while, Apple keeps buying back its own shares, so each share you hold claims a bigger slice of the profit. That engine is real and well funded, but at 38.2 times trailing earnings it explains only a small part of what you are now paying for.",Yahoo,positive
AAPL,2026-09-21 16:31:40+00:00,Takeaways for banks from Walmart's about-face on Apple and Google wallets,"Payment experts say that in the wake of Walmart supporting more digital wallets, many banks are missing the boat with mobile wallets by not aiming to stay top-of-wallet and by ignoring operational issues.",Yahoo,negative
AAPL,2026-09-21 15:05:24+00:00,JPMorgan Delivers Bullish Message For Apple Stock Fans,"Apple's iPhone 18 Pro Is Seeing a Sharp Demand Surge, According to JPMorgan",Yahoo,positive
AAPL,2026-09-21 15:00:39+00:00,"If You Invest $500 a Month in Apple Starting Now, This is What You’d Have in 2030","Apple shares are trading near all-time highs with earnings momentum building fast, so a disciplined monthly stake through 2030 could look very different depending on which of three very specific scenarios plays out.",Yahoo,positive
AAPL,2026-09-21 14:00:37+00:00,"At $336 Apple Is Expensive, or Is It?","Nine straight earnings beats, a $147 billion cash fortress, and a stock climbing past every analyst target sounds like a no-brainer buy, but one lurking risk could make today's price look very expensive very fast.",Yahoo,positive
AAPL,2026-09-21 13:02:00+00:00,"Zacks Investment Ideas feature highlights: Intel, SK Hynix, Nvidia, Microsoft and Apple","Intel and SK Hynix heat up as a potential U.S. memory partnership draws attention, while AI demand and valuation widen the contrast.",Yahoo,positive
AAPL,2026-09-21 13:01:00+00:00,"Zacks Investment Ideas feature highlights: Microsoft, NVIDIA and Apple","Microsoft and NVIDIA combine strong cloud and AI growth with attractive valuations, while Apple offers a less AI-sensitive option within the Magnificent Seven.",Yahoo,positive
AAPL,2026-09-21 12:43:05+00:00,Can Cars And Data Centers Carry Qualcomm Stock Past Apple?,"Qualcomm (QCOM) stock is up about 37% over the past six months, even after falling 21% over the past three. The case for the next leg rests outside phones, where management expects growth fast enough to cover a shrinking Apple business. The first real test arrives in the December quarter, when management expects its two custom data center wins to start producing revenue.",Yahoo,positive
AAPL,2026-09-21 11:24:51+00:00,"Apple iPhone 18 Estimates Are 'Too Conservative', Gene Munster Says Duo to Account for 8% of Units","Early demand for the iPhone 18 Pro could signal revenue estimates are too low for Apple, a leading market expert says.",Benzinga,negative
AAPL,2026-09-21 11:00:00+00:00,New iPhone Models Are the First Apple Devices to Operate on Dedicated Anterix 900 MHz Private Networks,"iPhone 18 Pro and iPhone Duo launch with Anterix 900 MHz connectivity, extending dedicated private wireless to one of the world’s most widely used device platformsWOODLAND PARK, N.J., Sept. 21, 2026 (GLOBE NEWSWIRE) -- Anterix (NASDAQ: ATEX), the market leader in enabling mission-critical private wireless broadband networks, today announced that the new iPhone 18 Pro and iPhone Duo are the first iPhone models to operate on dedicated private LTE networks using Anterix 900 MHz spectrum. The new mo",Yahoo,positive
AAPL,2026-09-21 10:05:00+00:00,2 Unstoppable Growth Stocks to Buy and Hold for the Next Decade,Apple and Amazon are two top growth stocks to own over the next decade.,Yahoo,positive
AAPL,2026-09-21 09:56:20+00:00,Apple Pay Crypto Hiring Fuels New Stablecoin Speculation,"Apple posted a U.S.-based Apple Pay Financial Product Strategy Lead role, listing a base-pay range of $149,700 to $280,000 and listing familiarity with stablecoins, tokenized deposits, and crypto technology among its desired skills. Google, meanwhile, is recruiting an Industry Principal Architect, Web3, in Hong Kong to support institutional digital-asset projects ...",Yahoo,positive
AAPL,2026-09-21 09:04:00+00:00,"Global Wearable Biosensors Market Trends, Strategies and Forecast to 2036 Featuring Abbott Labs, Dexcom, Medtronic, Roche, Apple, Samsung Electronics Co., Garmin and Other Key Players","Dublin, Sept. 21, 2026 (GLOBE NEWSWIRE) -- ""Wearable Biosensors Market - Global Forecast to 2036"" has been added to ResearchAndMarkets.com's offering.According to the research report, the global wearable biosensors market is projected to reach USD 105.5 billion by 2036 from USD 35.5 billion in 2026, growing at a CAGR of 12.5% during the forecast period (2026-2036). The growth of this market is primarily driven by the escalating demand for continuous health monitoring, the rising prevalence of ch",Yahoo,positive
AAPL,2026-09-21 07:52:14+00:00,Apple Reportedly Lays Off Some Fitness+ Division Staff Ahead Of Potential 'Major' Changes,Apple weighs a rethink of its fitness subscription.,Yahoo,negative
AAPL,2026-09-21 05:55:43+00:00,"This Analyst Loves Apple’s Duo, but Says the Stock Is ‘Relatively Rich’","Apple iPhone 18 Pro demand holds steady amid higher supply, while anticipation builds for &#39;revolutionary&#39; Duo foldable device.",Benzinga,positive
AAPL,2026-09-20 20:30:03+00:00,Apple Wants to Enter the AI Inference Market. It Will Have to Swallow Its Pride First.,"Apple is reportedly eyeing a return to servers with its own M8 Ultra chips, but the plan leans on rival Nvidia to work.",Yahoo,negative
AAPL,2026-09-20 16:37:00+00:00,"Prediction: Even With the $1,999 Price Tag, Apple's Foldable iPhone Duo Will Be a Hit and Apple Will Join Nvidia in the $5 Trillion Club.",Apple is on track to do something great that it hasn't done since 2012.,Yahoo,positive
AAPL,2026-09-20 16:33:00+00:00,Jim Cramer sends strong signal to Apple stock investors,Cramer’s latest Apple verdict comes with an intriguing personal twist,Yahoo,positive
AAPL,2026-09-20 13:06:41+00:00,How to Play AAPL Stock Amid Reports Apple Is Building Its Own AI Server,"Apple’s reported push into enterprise AI servers strengthens its long-term AI ambitions. So, what should be your stance now?",Yahoo,positive
AAPL,2026-09-20 07:00:21+00:00,"iPhone 18 Pro Hits Stores, Samsung Retakes Smartphone Throne and More: This Week in Appleverse","Apple&#39;s week included the iPhone 18 Pro launch, AI server talks with Nvidia, and Musk dropping his antitrust lawsuit claim.",Benzinga,negative
AAPL,2026-09-19 16:03:00+00:00,Apple gets bullish Wall Street call as iPhone demand jumps,Apple’s price target hike comes on the heels of surprising consumer survey findings.,Yahoo,positive
AAPL,2026-09-19 12:50:00+00:00,John Ternus's First iPhone Launch Prompted a Bank of America Price Target Cut. Is Apple Stock a Buy?,Apple stock just got a price target cut due to the memory processor crunch.,Yahoo,negative
AAPL,2026-09-19 11:22:00+00:00,History Says You Should Know These 3 Things Before Buying Apple Stock (AAPL),"The pride of Cupertino continues its winning ways, and investors are eager to jump on the bandwagon.",Yahoo,positive
AAPL,2026-09-18 23:12:18+00:00,Here’s A Stock That Jim Cramer Like Before But Now He Just Doesn’t Want To Buy It,"Glass technology products manufacturer Corning Incorporated (NYSE:GLW) has had an interesting relationship with Jim Cramer’s radar. Late last year, the CNBC TV host was one of the firm’s strongest supporters as he praised it for its partnership with Apple to bring manufacturing back to the US under President Trump’s initiatives. However, more recently, he has […]",Yahoo,positive
AAPL,2026-09-18 20:21:20+00:00,Apple Stock Gets Stunning Price Target Hike on Strong iPhone Demand,Evercore Delivers Bullish $380 Price Target for Apple Stock,Yahoo,positive
AAPL,2026-09-18 20:06:46+00:00,Apple Stock Near Buy Point As iPhone 18 Pro Goes On Sale,Apple began selling its latest premium smartphones Friday and analysts are cautiously optimistic about its prospects.,Yahoo,positive
AAPL,2026-09-18 18:01:19+00:00,Apple’s three-part iPhone rollout complicates the demand read,"CNBC’s MacKenzie Sigalos reports on what has to go right for Apple from here, as investors watch iPhone demand, a new three-part release cycle, and a premium valuation.",CNBC,negative
AAPL,2026-09-18 17:45:00+00:00,"In India, the new iPhone can arrive faster than a pizza",Availability of Apple's iPhone 18 Pro series turned patchy within hours of its debut on India's quick-commerce apps.,Yahoo,positive
AAPL,2026-09-18 16:53:43+00:00,"Apple iPhone 18 Seeing 'Muted' Initial Wait Times in Key Markets, UBS Says","Apple's (AAPL) recently launched iPhone 18 is seeing ""muted"" initial wait times in major global mark",Yahoo,negative
AAPL,2026-09-18 16:44:00+00:00,"iPhone 18 Pro Hits Stores Today. Apple Stock Could Rise 13% if Demand Sticks, Analyst Says.","Apple  took a risk by launching only premium priced phones in its latest rollout, but one Evercore ISI analyst thinks that risk will pay off for the company’s sales, and its stock.  Amit Daryanani raised his price target on Apple to $380 from $365 on Friday, which implies a 13% increase from the stock’s last closing price of $337.  This price target boost comes after Evercore completed an annual survey of about 4,000 customers regarding iPhone purchase intentions, which Daryanani says points to what he thinks will be a better-than-expected iPhone refresh cycle.",Yahoo,positive
AAPL,2026-09-18 16:20:00+00:00,Apple TV's Emmy Sweep Adds Momentum to AAPL's Services Business,"Apple TV's 29 Emmy wins, record viewership and strong video revenue growth add momentum to Apple's expanding Services business.",Yahoo,positive
AAPL,2026-09-18 16:17:26+00:00,"Apple's iPhone 18 Pro Wait Times Shorten, Signaling Muted Demand, UBS Says",Apple (AAPL) faces softer early demand for its new iPhone 18 Pro and Pro Max based on shorter wait t,Yahoo,negative
AAPL,2026-09-18 16:15:33+00:00,Apple’s iPhone 18 launch tests premium demand after big stock run,CNBC’s MacKenzie Sigalos reports on mixed early demand signals for the new Pro models as Apple looks ahead to its first foldable next month.,CNBC,negative
AAPL,2026-09-18 16:14:56+00:00,Evercore Resets Apple Stock Price Target for 2026,Premium upgrades could keep Apple's earnings momentum alive,Yahoo,positive
AAPL,2026-09-18 15:57:09+00:00,"Apple's iPhone 18 Pro line hits stores with a $100 price bump amid memory crunch, AI pressure",Apple's iPhone 18 Pros hit stores Friday.,Yahoo,negative
AAPL,2026-09-18 15:30:05+00:00,Apple Stock Has a New Opportunity Investors Can’t Afford to Ignore,"Apple just posted its ninth consecutive earnings beat and shares are up 23% this year, yet the stock may still be dramatically underpriced for what comes next. The case for $450 by 2027 is bolder than anything Wall Street is publishing, and the math is closer than you think.",Yahoo,positive
AAPL,2026-09-18 12:14:23+00:00,"Apple iPhone Refresh Cycle Better-Than-Expected, Says Evercore As AAPL Stock Heads For 5th Straight Weekly Gain","Apple new iPhone 18 Pro and Pro Max hit the shelves today, with CEO John Ternus at the company’s New York flagship store for the launch.",Yahoo,positive
AAPL,2026-09-18 10:12:01+00:00,"Apple Just Announced a Groundbreaking iPhone, but It Has Alienated a Key Market",The steep price of iPhones in India could derail Apple's momentum in that market.,Yahoo,negative
AAPL,2026-09-18 09:30:00+00:00,"Apple: The $1,999 iPhone Hides A Bigger Problem","Apple's competitive strengths should help it keep earnings relatively high, even with memory costs where they are. Read why AAPL stock is a sell.",SeekingAlpha,positive
AAPL,2026-09-18 08:37:53+00:00,"Apple Raises the Premium Bet: iPhone 18 Pro Hits Stores, First Foldable Arrives Next","iPhone 18 Pro &amp; Pro Max land with powerful Siri AI, advanced camera upgrades, and $1,199 starting price. See specs &amp; release news.",Benzinga,positive
AAPL,2026-09-18 08:31:04+00:00,Apple To Rally Around 13%? Here Are 10 Top Analyst Forecasts For Friday,"Analysts downgraded XENE, NFLX and MGA, while raising price targets for OCS, INSW, ABEO and STNG.",Benzinga,negative
AAPL,2026-09-18 08:09:00+00:00,"Biohacking Market Outlook 2026-2035 - Featuring Profiles of Apple, Fitbit, and Thync Global","Wearables, AI-Powered Biosensors and Personalized Preventive Care Drive Biohacking Growth, With Hospitals and North America Leading AdoptionDublin, Sept. 18, 2026 (GLOBE NEWSWIRE) -- ""Biohacking Market Opportunity, Growth Drivers, Industry Trend Analysis, and Forecast 2026-2035"" has been added to ResearchAndMarkets.com's offering. Global Biohacking Market to Reach USD 131.5 Billion by 2035, Driven by Preventive Healthcare and Wearable Technology The Global Biohacking Market was valued at USD 28.",Yahoo,positive
AAPL,2026-09-18 07:48:25+00:00,"Evercore ISI Group Maintains Outperform on Apple, Raises Price Target to $380",Evercore ISI Group  analyst Amit Daryanani   maintains Apple (NASDAQ:AAPL) with a Outperform and raises the price target from $365 to $380.,Benzinga,positive
AAPL,2026-09-18 06:00:00+00:00,Apple’s Chip Strategy Keeps Paying Dividends,"When Apple’s iPhone turned into an immediate hit upon its 2007 release, CEO Steve Jobs was quick to realize the value of designing and owning as many of the components in its devices as possible.  Since then, designing the main chips for all its devices has been a priority for  Apple  and a potent differentiator, enabling deeper integration between software, services, and hardware than any other consumer technology company.  This week’s release of iPhone 18 Pro and the A20 Pro chip inside of it, makes the advantages of Apple’s chip strategy as clear as day.",Yahoo,positive
AAPL,2026-09-17 20:07:24+00:00,Apple iPhone 18 Pro Sales Helped By Carrier Promotions,"U.S. wireless carrier promotions should provide a boost for Apple iPhone 18 Pro sales, a Wall Street analyst says. Apple stock rose.",Yahoo,positive
AAPL,2026-09-17 19:13:00+00:00,Apple's iPhone 18 lineup keeps Bank of America bullish,"Apple Inc (NASDAQ:AAPL, XETRA:APC) higher iPhone prices are largely offset by carrier incentives, according to Bank of America, which reiterated its ""buy"" rating. The bank cited capital returns, expected leadership in AI at the edge, and opportunities from new products and markets. BofA...",Yahoo,positive
AAPL,2026-09-17 18:05:33+00:00,"Apple's Quality Is Tempting, But I'm Put Off By The Valuation","Apple Inc. is overvalued at 36x forward EPS, with risk elevated near the top of its long-term price channel. Read more on AAPL stock here.",SeekingAlpha,negative
AAPL,2026-09-17 16:35:48+00:00,Apple raises iPhone prices. Why carriers could cushion the blow?,"Investing.com -- Bank of America said in a note Thursday that U.S. wireless carriers have sweetened their iPhone promotions enough to offset Apple’s price increases this year, supporting demand for the new lineup.",Yahoo,positive
AAPL,2026-09-17 14:03:41+00:00,"B of A Securities Reiterates Buy on Apple, Maintains $370 Price Target",B of A Securities  analyst Wamsi Mohan   reiterates Apple (NASDAQ:AAPL) with a Buy and maintains $370 price target.,Benzinga,positive
AAPL,2026-09-17 13:44:06+00:00,"Apple’s iPhone Upgrade Cycle Looks Strong As Carrier Incentives Hit $1,200","BofA reiterates Buy on Apple (AAPL) with a $370 price forecast, citing strong carrier trade-in promos and edge AI upgrade potential.",Benzinga,positive
AAPL,2026-09-17 13:12:06+00:00,"Apple iPhone Demand Should Hold Up On Higher Carrier Incentives, BofA Says","BofA’s Wamsi Mohan said the maximum trade-in credit for the iPhone 18 Pro Max has increased to $1,200 from $1,100 for the prior generation.",Yahoo,positive
AAPL,2026-09-17 12:45:41+00:00,What's Going On With Apple Stock Today?,"Apple Inc (NASDAQ:AAPL) shares are trading higher Thursday, extending a push toward the stock&#39;s 52-week high as fresh data shows Apple gaining smartphone market share.",Benzinga,positive
AAPL,2026-09-17 12:39:57+00:00,"Apple: Reality Check Coming, But I'm Not Selling (Downgrade)",Apple shows pricing power and AI-driven premium launches but trades at 36x forward earnings. Click here to read this AAPL stock update.,SeekingAlpha,positive
AAPL,2026-09-17 12:00:00+00:00,Apple Touts Big Emmy Wins: Will Marketing Do A Big Job?,"Premium streamer Apple keeps working under the radar of the big guys - including Netflix, Prime Video, HBO Max and Disney+ - in scoring major awards.",Yahoo,positive
AAPL,2026-09-17 08:25:57+00:00,"Intel Stock Could Nearly Double to $200 in 2 Years, Analyst Says — Potential Apple, Tesla, and AI Chip Deals Could Fuel the Rally",Intel stock could double to $200 within two years as potential Apple and Tesla foundry deals and AI demand drive earnings growth.,Benzinga,positive
ADBE,2026-09-22 18:59:24+00:00,Adobe Is Down 32% This Year: Is ADBE Stock Dead Money or Due for a Bounce?,"Adobe has fallen harder than its software peers while the broader market climbed, and the selling has not slowed even after quarterly results landed. The case for a bounce and the case for dead money both start with the same price chart and reach opposite conclusions.",Yahoo,negative
